,Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,RainfallTomorrow
2533,2015-04-07,Sydney,15.1,23.0,0.4,3.2,9.8,NW,70.0,WNW,WNW,15.0,22.0,67.0,42.0,1007.9,1007.2,6.0,2.0,20.0,21.2,No,Yes,5.8
2534,2015-04-08,Sydney,14.2,22.3,5.8,5.6,4.6,WSW,63.0,WSW,WSW,30.0,30.0,43.0,39.0,1010.7,1013.1,3.0,6.0,18.3,21.0,Yes,No,0.2
2535,2015-04-09,Sydney,15.3,22.2,0.2,6.6,6.1,S,54.0,WSW,S,13.0,31.0,49.0,42.0,1020.6,1020.2,3.0,3.0,18.6,21.2,No,No,0.4
2536,2015-04-10,Sydney,14.7,22.4,0.4,5.2,6.0,S,35.0,SSW,S,13.0,20.0,82.0,58.0,1024.8,1022.8,7.0,3.0,16.8,21.7,No,Yes,7.8
2537,2015-04-11,Sydney,15.6,22.7,7.8,1.8,4.6,W,22.0,W,E,13.0,13.0,94.0,69.0,1023.3,1019.6,7.0,5.0,17.5,20.4,Yes,No,0.2
2538,2015-04-12,Sydney,14.8,23.5,0.2,2.0,8.8,SSW,44.0,WNW,SSE,17.0,28.0,80.0,63.0,1018.7,1018.0,5.0,7.0,18.7,21.4,No,No,0.0
2539,2015-04-13,Sydney,14.8,22.2,0.0,4.0,10.2,SSE,35.0,SW,SSE,13.0,19.0,65.0,50.0,1023.7,1021.3,3.0,3.0,19.1,22.2,No,No,0.0
2540,2015-04-14,Sydney,14.5,22.4,0.0,4.2,8.5,ENE,24.0,WNW,ENE,13.0,17.0,63.0,54.0,1023.9,1021.4,5.0,3.0,18.2,20.8,No,No,0.0
2541,2015-04-15,Sydney,15.0,24.2,0.0,5.0,8.7,W,46.0,W,ENE,15.0,19.0,72.0,66.0,1025.1,1021.6,7.0,2.0,18.6,23.2,No,No,0.6
2542,2015-04-16,Sydney,17.7,31.7,0.6,3.2,10.4,SSE,41.0,WNW,ENE,4.0,15.0,67.0,44.0,1022.4,1019.3,6.0,7.0,21.6,29.2,No,Yes,1.6
2543,2015-04-17,Sydney,19.9,23.7,1.6,4.0,0.0,SSE,20.0,E,E,17.0,13.0,86.0,89.0,1024.6,1021.3,7.0,8.0,21.0,21.0,Yes,No,0.4
2544,2015-04-18,Sydney,19.7,28.6,0.4,2.0,5.0,NW,54.0,N,N,19.0,26.0,71.0,51.0,1017.8,1013.9,7.0,8.0,23.7,26.1,No,Yes,2.4
2545,2015-04-19,Sydney,18.0,22.5,2.4,6.6,6.6,S,61.0,WSW,SSE,22.0,35.0,50.0,69.0,1018.5,1019.6,6.0,7.0,19.4,20.0,Yes,Yes,13.2
2546,2015-04-20,Sydney,13.6,17.2,13.2,3.2,0.0,SSE,83.0,S,SSE,24.0,46.0,96.0,94.0,1023.6,1020.7,8.0,8.0,15.0,17.1,Yes,Yes,119.4
2547,2015-04-21,Sydney,14.5,17.7,119.4,,0.0,SSE,87.0,SSE,S,54.0,46.0,87.0,96.0,1019.6,1016.8,8.0,8.0,14.9,14.6,Yes,Yes,105.8
2548,2015-04-22,Sydney,14.1,17.9,105.8,,0.6,S,72.0,SSW,SSW,20.0,22.0,98.0,94.0,1013.4,1010.5,8.0,7.0,16.1,17.2,Yes,Yes,29.0
2549,2015-04-23,Sydney,14.3,23.8,29.0,,8.6,SSE,26.0,WNW,SE,13.0,7.0,98.0,56.0,1012.3,1009.6,4.0,4.0,16.4,23.1,Yes,No,0.0
2550,2015-04-24,Sydney,15.0,25.1,0.0,2.2,8.5,W,19.0,WNW,E,11.0,13.0,89.0,59.0,1008.0,1004.4,4.0,4.0,17.3,23.9,No,No,0.2
2551,2015-04-25,Sydney,14.4,25.9,0.2,4.4,8.1,SSE,57.0,W,ENE,17.0,19.0,78.0,49.0,1008.8,1004.7,3.0,3.0,17.2,22.5,No,Yes,13.0
2552,2015-04-26,Sydney,12.7,17.1,13.0,4.0,1.3,SW,48.0,W,SW,19.0,19.0,81.0,81.0,1008.0,1010.4,6.0,6.0,13.8,16.2,Yes,Yes,4.0
2553,2015-04-27,Sydney,12.5,20.9,4.0,0.4,10.5,S,35.0,W,SSE,19.0,17.0,59.0,41.0,1018.9,1019.0,1.0,1.0,15.3,20.7,Yes,No,0.2
2554,2015-04-28,Sydney,10.3,20.9,0.2,5.6,10.4,SSE,39.0,WNW,S,20.0,22.0,63.0,50.0,1026.1,1024.5,1.0,1.0,14.0,20.1,No,No,0.0
2555,2015-04-29,Sydney,10.6,18.9,0.0,4.0,0.9,SSE,37.0,WNW,SE,20.0,17.0,81.0,77.0,1030.6,1028.9,6.0,7.0,14.0,17.5,No,Yes,10.2
2556,2015-04-30,Sydney,14.0,20.9,10.2,3.8,3.0,SSE,33.0,SSE,SE,17.0,17.0,92.0,65.0,1031.3,1028.4,8.0,6.0,16.0,20.4,Yes,Yes,28.4
2557,2015-05-01,Sydney,14.1,21.7,28.4,2.2,1.0,E,41.0,SSW,ESE,17.0,15.0,98.0,83.0,1028.2,1024.5,8.0,7.0,16.7,19.8,Yes,Yes,8.6
2558,2015-05-02,Sydney,16.6,23.0,8.6,2.6,2.3,ESE,52.0,ESE,NE,20.0,17.0,79.0,95.0,1020.6,1016.5,7.0,7.0,21.7,19.0,Yes,Yes,31.6
2559,2015-05-03,Sydney,18.9,20.9,31.6,1.2,0.4,SSW,50.0,SSW,S,15.0,22.0,98.0,86.0,1014.8,1012.8,8.0,6.0,19.0,20.8,Yes,No,0.4
2560,2015-05-04,Sydney,17.3,21.8,0.4,1.8,0.3,S,28.0,W,SSE,17.0,7.0,83.0,66.0,1016.0,1013.2,7.0,6.0,18.3,21.6,No,No,0.0
2561,2015-05-05,Sydney,14.7,27.5,0.0,1.6,9.8,W,41.0,NNW,NNW,20.0,26.0,84.0,33.0,1008.3,1003.9,4.0,1.0,19.0,27.0,No,No,0.2
2562,2015-05-06,Sydney,13.4,21.0,0.2,6.4,10.0,W,46.0,W,WSW,28.0,26.0,41.0,29.0,1014.0,1012.5,0.0,0.0,15.3,20.4,No,No,0.0
2563,2015-05-07,Sydney,11.5,20.3,0.0,6.6,10.3,W,56.0,W,WSW,19.0,30.0,51.0,31.0,1018.2,1015.4,1.0,1.0,15.1,19.8,No,No,0.0
2564,2015-05-08,Sydney,11.1,21.0,0.0,5.2,10.3,W,35.0,W,WNW,22.0,11.0,51.0,31.0,1019.4,1016.1,1.0,0.0,13.8,20.5,No,No,0.0
2565,2015-05-09,Sydney,11.4,21.0,0.0,2.8,10.3,WNW,35.0,W,NW,19.0,19.0,52.0,36.0,1017.1,1013.9,1.0,1.0,14.5,20.7,No,No,0.0
2566,2015-05-10,Sydney,11.3,21.2,0.0,4.8,7.8,NW,52.0,N,WNW,20.0,26.0,49.0,33.0,1011.3,1006.0,1.0,5.0,15.4,20.8,No,No,0.0
2567,2015-05-11,Sydney,15.4,21.9,0.0,5.0,10.2,WNW,70.0,WNW,WSW,17.0,39.0,48.0,35.0,1010.2,1009.6,1.0,1.0,16.8,21.1,No,No,0.0
2568,2015-05-12,Sydney,12.2,22.5,0.0,6.6,10.3,W,52.0,NW,W,11.0,30.0,56.0,34.0,1014.3,1010.2,0.0,1.0,16.2,21.9,No,No,0.0
2569,2015-05-13,Sydney,13.2,17.3,0.0,4.6,7.7,W,59.0,W,SW,33.0,13.0,42.0,32.0,1015.3,1016.3,1.0,6.0,13.9,16.4,No,Yes,2.2
2570,2015-05-14,Sydney,7.9,19.3,2.2,4.0,10.1,W,46.0,W,W,28.0,20.0,49.0,34.0,1024.7,1024.2,1.0,2.0,11.3,18.4,Yes,No,0.2
2571,2015-05-15,Sydney,10.2,20.0,0.2,4.4,7.8,S,48.0,W,SSW,22.0,24.0,59.0,61.0,1031.4,1031.1,1.0,5.0,14.2,17.8,No,No,0.8
2572,2015-05-16,Sydney,13.0,20.8,0.8,2.8,9.3,S,41.0,SW,S,19.0,20.0,87.0,50.0,1035.4,1033.7,3.0,3.0,15.1,19.6,No,No,0.6
2573,2015-05-17,Sydney,11.1,20.5,0.6,3.0,3.0,W,24.0,W,ESE,17.0,17.0,89.0,66.0,1035.5,1032.2,3.0,6.0,13.0,18.4,No,No,0.0
2574,2015-05-18,Sydney,11.5,19.3,0.0,2.0,0.5,W,20.0,W,SE,15.0,2.0,91.0,84.0,1031.8,1027.3,7.0,8.0,13.8,18.2,No,No,0.2
2575,2015-05-19,Sydney,13.8,21.5,0.2,0.4,1.8,NNW,28.0,NNE,NE,2.0,7.0,84.0,66.0,1020.6,1015.5,8.0,6.0,16.9,20.9,No,No,0.4
2576,2015-05-20,Sydney,16.2,25.4,0.4,1.4,5.8,NW,31.0,NW,ENE,17.0,19.0,79.0,58.0,1015.9,1013.4,7.0,7.0,17.4,21.6,No,No,0.2
2577,2015-05-21,Sydney,14.5,21.8,0.2,4.0,5.8,S,41.0,W,S,20.0,19.0,67.0,58.0,1018.6,1016.9,1.0,5.0,16.5,19.2,No,Yes,11.2
2578,2015-05-22,Sydney,13.0,17.7,11.2,3.4,1.4,S,72.0,S,S,31.0,30.0,94.0,56.0,1016.9,1020.4,8.0,6.0,15.2,16.9,Yes,Yes,24.4
2579,2015-05-23,Sydney,10.2,19.0,24.4,5.6,8.6,SSW,44.0,W,S,26.0,22.0,69.0,50.0,1029.1,1028.1,3.0,3.0,11.8,17.9,Yes,No,0.2
2580,2015-05-24,Sydney,8.3,20.3,0.2,2.8,8.1,W,35.0,W,ESE,19.0,6.0,87.0,44.0,1032.3,1030.7,3.0,2.0,10.1,18.9,No,No,0.0
2581,2015-05-25,Sydney,9.4,19.5,0.0,2.6,6.0,W,26.0,WNW,NNW,11.0,7.0,84.0,52.0,1032.2,1028.5,7.0,7.0,11.4,18.2,No,No,0.0
2582,2015-05-26,Sydney,8.5,19.0,0.0,2.0,5.9,WNW,30.0,W,SSE,24.0,9.0,77.0,55.0,1030.0,1026.6,3.0,7.0,10.4,17.9,No,No,0.0
2583,2015-05-27,Sydney,10.4,21.6,0.0,3.2,8.3,W,26.0,W,WNW,15.0,9.0,69.0,40.0,1025.4,1021.6,6.0,6.0,13.1,20.5,No,No,0.0
2584,2015-05-28,Sydney,11.7,21.0,0.0,1.4,7.6,NNW,24.0,WNW,ENE,11.0,4.0,82.0,60.0,1023.6,1020.2,1.0,5.0,13.6,20.3,No,No,0.0
2585,2015-05-29,Sydney,13.6,19.2,0.0,2.0,0.6,NW,26.0,W,WNW,9.0,7.0,79.0,65.0,1020.6,1020.1,8.0,6.0,17.3,18.7,No,No,0.2
2586,2015-05-30,Sydney,11.1,18.3,0.2,2.4,1.1,W,28.0,WNW,WNW,11.0,9.0,84.0,52.0,1022.0,1017.8,7.0,7.0,13.1,17.0,No,No,0.0
2587,2015-05-31,Sydney,11.5,15.0,0.0,3.4,0.0,W,30.0,WNW,NW,11.0,13.0,78.0,59.0,1016.5,1012.3,8.0,7.0,12.1,14.5,No,No,0.0
2588,2015-06-01,Sydney,10.1,15.9,0.0,0.4,8.6,WSW,63.0,WSW,SW,28.0,26.0,47.0,25.0,1014.7,1016.7,5.0,2.0,13.4,14.8,No,No,0.2
2589,2015-06-02,Sydney,6.1,16.6,0.2,4.6,9.1,WSW,50.0,WSW,S,31.0,20.0,47.0,41.0,1023.8,1022.4,1.0,1.0,9.5,15.6,No,No,0.0
2590,2015-06-03,Sydney,6.1,18.4,0.0,3.2,8.8,W,35.0,W,SSW,22.0,11.0,64.0,56.0,1023.2,1020.7,1.0,6.0,8.8,15.6,No,No,0.0
2591,2015-06-04,Sydney,7.4,19.0,0.0,1.2,9.0,W,33.0,WNW,ENE,17.0,9.0,82.0,53.0,1022.0,1017.8,3.0,2.0,8.9,17.5,No,No,0.0
2592,2015-06-05,Sydney,8.9,17.7,0.0,4.0,6.9,W,33.0,WSW,SSW,19.0,7.0,69.0,42.0,1019.3,1019.3,7.0,1.0,10.2,16.8,No,No,1.0
2593,2015-06-06,Sydney,10.1,21.0,1.0,1.8,6.1,W,28.0,W,W,20.0,4.0,66.0,45.0,1028.3,1027.0,2.0,1.0,11.9,20.6,No,No,0.0
2594,2015-06-07,Sydney,9.3,22.6,0.0,2.2,9.5,NW,24.0,W,N,17.0,15.0,89.0,43.0,1029.0,1024.1,1.0,5.0,10.8,21.3,No,No,0.0
2595,2015-06-08,Sydney,10.8,22.9,0.0,2.8,8.1,WNW,52.0,WNW,WNW,15.0,19.0,67.0,36.0,1024.5,1019.5,5.0,1.0,14.8,22.5,No,No,0.0
2596,2015-06-09,Sydney,13.6,22.6,0.0,4.0,6.5,NNW,30.0,WNW,WSW,13.0,19.0,57.0,29.0,1020.7,1019.5,6.0,5.0,17.1,21.9,No,Yes,2.0
2597,2015-06-10,Sydney,12.8,14.6,2.0,3.0,0.0,SSE,31.0,W,SSW,11.0,9.0,94.0,92.0,1031.1,1031.2,7.0,7.0,12.9,14.2,Yes,Yes,6.6
2598,2015-06-11,Sydney,11.7,16.1,6.6,0.6,0.2,W,24.0,W,N,9.0,4.0,83.0,69.0,1036.8,1034.4,7.0,7.0,13.3,15.9,Yes,No,0.4
2599,2015-06-12,Sydney,12.6,19.4,0.4,1.4,0.7,W,24.0,W,NNW,13.0,4.0,88.0,57.0,1034.6,1031.5,7.0,6.0,13.5,19.2,No,No,0.0
2600,2015-06-13,Sydney,13.1,19.7,0.0,2.4,4.5,NNW,33.0,W,NNW,17.0,11.0,85.0,46.0,1031.3,1027.1,7.0,7.0,13.8,19.0,No,No,0.0
2601,2015-06-14,Sydney,9.5,19.9,0.0,2.0,8.3,WSW,24.0,W,E,19.0,6.0,88.0,52.0,1028.5,1025.7,4.0,3.0,11.2,18.6,No,No,0.2
2602,2015-06-15,Sydney,10.9,16.9,0.2,4.0,0.6,NE,39.0,WNW,W,13.0,9.0,85.0,79.0,1027.8,1025.2,7.0,7.0,12.9,16.4,No,Yes,2.6
2603,2015-06-16,Sydney,12.9,17.9,2.6,,0.3,WNW,24.0,N,NNE,9.0,7.0,85.0,94.0,1022.8,1018.3,7.0,7.0,16.5,15.8,Yes,Yes,10.8
2604,2015-06-17,Sydney,14.7,17.6,10.8,0.6,0.0,NW,30.0,N,W,9.0,7.0,95.0,92.0,1012.5,1009.1,8.0,8.0,16.0,16.4,Yes,Yes,2.2
2605,2015-06-18,Sydney,11.4,17.4,2.2,1.0,0.8,W,39.0,W,SSW,17.0,13.0,80.0,84.0,1014.4,1013.6,7.0,7.0,13.5,15.8,Yes,Yes,67.0
2606,2015-06-19,Sydney,9.6,14.5,67.0,,2.5,,,W,SSW,24.0,20.0,98.0,88.0,1017.2,1017.5,7.0,7.0,9.9,12.5,Yes,Yes,7.2
2607,2015-06-20,Sydney,8.3,16.6,7.2,2.2,8.6,,,,SSW,,13.0,76.0,59.0,1024.1,1023.4,2.0,7.0,9.8,14.1,Yes,Yes,1.2
2608,2015-06-21,Sydney,8.5,14.1,1.2,2.2,0.0,W,33.0,W,SSW,20.0,11.0,90.0,88.0,1028.7,1027.6,7.0,7.0,9.1,13.7,Yes,Yes,3.0
2609,2015-06-22,Sydney,8.0,19.2,3.0,0.6,7.7,W,22.0,WNW,NNE,13.0,7.0,94.0,45.0,1029.6,1026.1,1.0,7.0,9.3,17.5,Yes,No,0.0
2610,2015-06-23,Sydney,8.0,20.3,0.0,2.0,8.1,NNW,26.0,W,NNE,13.0,9.0,85.0,47.0,1026.5,1023.3,1.0,4.0,10.2,18.7,No,No,0.0
2611,2015-06-24,Sydney,10.2,21.3,0.0,3.0,6.5,W,24.0,W,ESE,11.0,6.0,82.0,41.0,1023.2,1019.9,5.0,7.0,13.2,20.0,No,No,0.0
2612,2015-06-25,Sydney,12.7,19.4,0.0,2.4,4.2,SSE,37.0,W,SSE,19.0,20.0,77.0,74.0,1023.3,1023.5,6.0,7.0,15.2,17.6,No,Yes,6.2
2613,2015-06-26,Sydney,10.1,19.2,6.2,2.0,7.2,W,26.0,WNW,NNE,19.0,2.0,85.0,40.0,1032.9,1031.1,1.0,3.0,11.7,18.7,Yes,No,0.0
2614,2015-06-27,Sydney,8.3,19.4,0.0,1.8,9.7,W,26.0,WNW,W,15.0,11.0,87.0,44.0,1032.6,1029.2,0.0,1.0,9.7,19.0,No,No,0.0
2615,2015-06-28,Sydney,7.4,19.6,0.0,2.6,9.5,W,28.0,W,ESE,20.0,9.0,73.0,53.0,1032.9,1030.9,0.0,1.0,9.3,18.5,No,No,0.0
2616,2015-06-29,Sydney,9.3,19.5,0.0,1.0,5.1,W,22.0,W,E,19.0,9.0,84.0,54.0,1033.4,1030.0,7.0,6.0,11.0,17.8,No,No,0.0
2617,2015-06-30,Sydney,9.0,19.1,0.0,1.2,4.3,W,28.0,W,ENE,22.0,7.0,94.0,56.0,1029.4,1025.0,7.0,5.0,10.7,17.9,No,No,1.0
2618,2015-07-01,Sydney,10.7,17.5,1.0,0.6,8.7,W,33.0,W,NW,19.0,9.0,85.0,37.0,1026.2,1022.6,5.0,1.0,12.0,17.4,No,No,0.0
2619,2015-07-02,Sydney,7.0,16.4,0.0,3.0,8.1,WSW,65.0,W,WSW,22.0,33.0,70.0,40.0,1020.0,1016.8,7.0,1.0,8.4,16.1,No,No,0.0
2620,2015-07-03,Sydney,6.2,16.2,0.0,4.0,9.3,W,44.0,W,SSE,26.0,15.0,55.0,46.0,1026.5,1024.6,1.0,1.0,8.1,15.9,No,No,0.0
2621,2015-07-04,Sydney,5.8,16.1,0.0,0.2,6.8,W,31.0,WNW,WNW,13.0,11.0,82.0,31.0,1022.7,1020.3,6.0,2.0,7.6,15.5,No,No,0.0
2622,2015-07-05,Sydney,6.0,18.6,0.0,1.6,9.3,W,30.0,W,ESE,20.0,4.0,66.0,35.0,1022.2,1018.0,1.0,1.0,7.7,16.6,No,No,0.0
2623,2015-07-06,Sydney,6.0,17.3,0.0,3.2,9.5,W,37.0,WNW,W,17.0,22.0,58.0,34.0,1016.3,1013.3,1.0,1.0,8.6,17.1,No,No,0.0
2624,2015-07-07,Sydney,7.8,14.7,0.0,3.2,2.7,SSW,43.0,W,SSW,24.0,11.0,58.0,85.0,1019.8,1021.7,5.0,8.0,11.2,11.8,No,Yes,5.6
2625,2015-07-08,Sydney,7.9,16.5,5.6,0.6,6.3,SSE,31.0,W,SSE,22.0,17.0,86.0,64.0,1028.7,1027.6,6.0,4.0,8.4,13.7,Yes,No,0.0
2626,2015-07-09,Sydney,6.6,17.6,0.0,2.0,9.6,W,24.0,WNW,E,19.0,7.0,92.0,46.0,1030.8,1026.9,1.0,1.0,8.3,16.4,No,No,0.0
2627,2015-07-10,Sydney,7.3,16.9,0.0,1.2,3.2,W,43.0,W,WNW,13.0,13.0,92.0,61.0,1022.6,1019.0,4.0,7.0,9.4,16.0,No,No,0.8
2628,2015-07-11,Sydney,6.6,19.9,0.8,1.4,9.3,WNW,61.0,W,NNW,20.0,17.0,100.0,48.0,1015.4,1009.4,0.0,1.0,7.2,19.2,No,Yes,2.2
2629,2015-07-12,Sydney,7.1,15.1,2.2,2.8,4.0,WNW,57.0,WNW,WNW,22.0,33.0,60.0,42.0,1003.6,1001.5,7.0,2.0,9.8,13.1,Yes,Yes,4.8
2630,2015-07-13,Sydney,8.1,16.9,4.8,4.8,5.5,WSW,76.0,W,WSW,15.0,39.0,96.0,41.0,1000.9,1002.9,7.0,1.0,8.6,16.5,Yes,No,0.6
2631,2015-07-14,Sydney,8.6,17.6,0.6,2.0,8.3,WSW,44.0,W,W,13.0,17.0,62.0,31.0,1011.5,1010.4,1.0,4.0,11.5,17.6,No,No,0.2
2632,2015-07-15,Sydney,6.2,16.8,0.2,3.4,9.6,WNW,24.0,W,ENE,9.0,13.0,62.0,42.0,1018.1,1016.1,1.0,3.0,8.7,14.9,No,No,0.2
2633,2015-07-16,Sydney,8.3,13.4,0.2,3.4,2.6,NW,43.0,SSW,W,13.0,13.0,91.0,68.0,1016.8,1013.7,7.0,6.0,10.3,12.9,No,Yes,17.2
2634,2015-07-17,Sydney,6.2,14.3,17.2,0.0,1.7,SSW,57.0,W,SW,26.0,26.0,95.0,51.0,1010.1,1012.9,8.0,7.0,6.7,13.5,Yes,Yes,9.0
2635,2015-07-18,Sydney,6.6,14.6,9.0,3.0,4.3,SSW,48.0,WNW,SSW,19.0,28.0,58.0,78.0,1025.6,1027.2,3.0,7.0,10.4,11.8,Yes,No,0.6
2636,2015-07-19,Sydney,7.8,16.7,0.6,2.0,9.0,W,33.0,W,S,17.0,17.0,84.0,55.0,1032.6,1031.1,3.0,2.0,10.3,15.8,No,No,0.0
2637,2015-07-20,Sydney,7.8,17.9,0.0,1.6,4.2,W,26.0,W,SE,20.0,15.0,84.0,64.0,1034.6,1032.1,3.0,6.0,10.0,15.9,No,Yes,3.0
2638,2015-07-21,Sydney,8.2,19.3,3.0,0.8,9.9,NNE,33.0,WNW,NE,17.0,15.0,93.0,54.0,1033.1,1029.3,1.0,1.0,9.9,18.3,Yes,No,0.0
2639,2015-07-22,Sydney,9.9,16.9,0.0,4.0,0.9,N,28.0,SE,NNW,2.0,17.0,71.0,57.0,1027.4,1025.0,7.0,7.0,13.4,16.5,No,Yes,1.8
2640,2015-07-23,Sydney,11.2,19.1,1.8,0.8,2.2,W,28.0,W,ESE,24.0,9.0,96.0,70.0,1026.1,1023.4,8.0,7.0,12.0,16.4,Yes,No,0.0
2641,2015-07-24,Sydney,11.6,20.0,0.0,2.0,3.7,NNW,33.0,W,E,13.0,9.0,95.0,58.0,1020.0,1014.5,7.0,7.0,12.9,18.6,No,No,0.0
2642,2015-07-25,Sydney,10.8,20.8,0.0,2.6,10.1,NNW,31.0,NNW,WNW,11.0,15.0,50.0,29.0,1017.5,1015.8,1.0,1.0,14.3,20.5,No,No,0.0
2643,2015-07-26,Sydney,11.0,20.2,0.0,4.6,9.3,NW,59.0,N,WNW,9.0,35.0,53.0,31.0,1017.0,1012.4,6.0,1.0,13.8,19.5,No,No,0.0
2644,2015-07-27,Sydney,7.3,15.7,0.0,5.0,10.1,W,63.0,W,WSW,20.0,26.0,41.0,28.0,1025.0,1024.5,1.0,1.0,10.2,15.2,No,No,0.0
2645,2015-07-28,Sydney,6.4,17.3,0.0,,9.6,,,WNW,S,24.0,19.0,56.0,40.0,1032.9,1030.8,1.0,2.0,9.6,16.6,No,No,0.0
2646,2015-07-29,Sydney,8.1,18.4,0.0,,8.5,,,W,ESE,20.0,11.0,70.0,50.0,1035.0,1030.2,3.0,1.0,9.3,16.4,No,No,0.0
2647,2015-07-30,Sydney,8.2,20.5,0.0,1.0,7.6,,,W,,11.0,,80.0,30.0,1026.3,1020.1,5.0,5.0,10.7,19.2,No,No,0.0
2648,2015-07-31,Sydney,10.7,21.0,0.0,4.8,9.5,,,N,WNW,6.0,9.0,49.0,31.0,1021.4,1019.5,2.0,1.0,14.7,20.4,No,No,0.0
2649,2015-08-01,Sydney,9.4,22.3,0.0,3.4,9.2,WNW,61.0,NW,NW,15.0,28.0,54.0,28.0,1018.6,1015.6,6.0,6.0,14.3,20.7,No,No,0.0
2650,2015-08-02,Sydney,14.3,24.7,0.0,5.4,7.8,WNW,43.0,WNW,NW,9.0,20.0,51.0,30.0,1015.1,1010.4,5.0,5.0,16.9,23.8,No,No,0.0
2651,2015-08-03,Sydney,8.4,19.4,0.0,5.4,10.1,WSW,57.0,WNW,WSW,20.0,17.0,48.0,29.0,1015.2,1013.7,1.0,1.0,11.7,19.0,No,No,0.0
2652,2015-08-04,Sydney,8.3,15.1,0.0,3.8,4.6,WSW,33.0,W,SSE,19.0,2.0,57.0,42.0,1023.0,1018.9,7.0,4.0,8.9,14.4,No,No,0.0
2653,2015-08-05,Sydney,5.0,14.2,0.0,0.6,4.8,W,48.0,WNW,WNW,20.0,19.0,46.0,46.0,1014.5,1010.3,6.0,6.0,9.4,13.0,No,No,0.0
2654,2015-08-06,Sydney,6.8,16.4,0.0,3.8,8.5,WSW,37.0,WNW,S,22.0,11.0,53.0,39.0,1016.5,1016.7,3.0,7.0,9.5,14.3,No,No,0.0
2655,2015-08-07,Sydney,6.7,18.5,0.0,2.8,10.1,WNW,33.0,W,SSE,26.0,17.0,60.0,40.0,1024.0,1021.0,1.0,2.0,10.0,16.1,No,No,0.0
2656,2015-08-08,Sydney,7.9,17.5,0.0,2.6,8.9,SSW,33.0,WNW,SSE,19.0,24.0,63.0,44.0,1024.7,1022.5,5.0,1.0,11.0,16.3,No,No,0.0
2657,2015-08-09,Sydney,6.2,17.6,0.0,1.8,9.5,W,30.0,W,E,20.0,13.0,68.0,56.0,1024.8,1019.6,1.0,1.0,9.1,16.3,No,No,0.0
2658,2015-08-10,Sydney,8.6,20.6,0.0,2.6,10.2,NNE,33.0,W,E,13.0,20.0,66.0,41.0,1017.7,1012.9,1.0,1.0,11.8,18.8,No,No,0.0
2659,2015-08-11,Sydney,9.8,21.0,0.0,5.0,10.5,W,30.0,W,WNW,17.0,9.0,52.0,27.0,1014.6,1011.1,1.0,1.0,13.3,20.4,No,No,0.0
2660,2015-08-12,Sydney,8.4,17.5,0.0,3.8,8.7,NW,74.0,W,WNW,19.0,28.0,54.0,37.0,1007.9,1004.0,1.0,1.0,11.1,16.2,No,No,0.0
2661,2015-08-13,Sydney,9.4,19.8,0.0,4.8,10.5,WSW,48.0,WSW,SW,28.0,17.0,50.0,23.0,1014.9,1014.7,1.0,1.0,12.3,19.3,No,No,0.0
2662,2015-08-14,Sydney,7.9,20.4,0.0,4.0,10.5,WSW,30.0,W,E,15.0,19.0,55.0,38.0,1025.1,1023.4,1.0,1.0,11.8,18.0,No,No,0.0
2663,2015-08-15,Sydney,8.2,18.1,0.0,3.0,7.3,W,30.0,WNW,SSE,20.0,19.0,63.0,61.0,1030.5,1028.8,3.0,5.0,12.4,17.0,No,No,0.0
2664,2015-08-16,Sydney,10.5,19.8,0.0,3.0,9.2,NW,28.0,W,NE,13.0,15.0,70.0,63.0,1027.4,1021.4,5.0,4.0,14.0,17.4,No,Yes,5.6
2665,2015-08-17,Sydney,9.3,20.5,5.6,2.8,10.4,WSW,46.0,W,NW,13.0,13.0,53.0,29.0,1017.1,1013.3,3.0,1.0,13.4,20.4,Yes,No,0.0
2666,2015-08-18,Sydney,10.9,16.2,0.0,4.4,10.4,SW,39.0,WSW,SSE,20.0,19.0,40.0,46.0,1020.8,1021.0,1.0,2.0,12.6,14.7,No,No,0.0
2667,2015-08-19,Sydney,9.0,17.0,0.0,3.6,6.6,WNW,24.0,W,E,17.0,13.0,58.0,54.0,1027.2,1025.0,3.0,6.0,12.5,16.4,No,No,0.0
2668,2015-08-20,Sydney,8.2,18.9,0.0,2.6,9.8,NE,31.0,WNW,NE,11.0,20.0,71.0,59.0,1028.3,1025.0,1.0,1.0,12.1,18.7,No,No,0.0
2669,2015-08-21,Sydney,9.4,21.0,0.0,3.8,9.4,NNE,31.0,WNW,NE,13.0,15.0,73.0,63.0,1025.8,1021.2,0.0,7.0,13.0,19.8,No,No,0.0
2670,2015-08-22,Sydney,12.9,28.3,0.0,4.2,9.4,NNW,33.0,N,N,19.0,11.0,45.0,32.0,1021.0,1016.2,2.0,5.0,19.8,26.9,No,Yes,2.4
2671,2015-08-23,Sydney,15.4,18.5,2.4,6.4,0.2,NNW,22.0,N,NNW,7.0,7.0,85.0,73.0,1021.8,1018.4,7.0,7.0,15.6,17.9,Yes,Yes,4.2
2672,2015-08-24,Sydney,15.1,17.4,4.2,1.8,0.6,E,59.0,S,SSE,17.0,9.0,90.0,95.0,1018.4,1015.0,8.0,7.0,16.3,16.4,Yes,Yes,54.4
