,Unnamed: 0,Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,RainfallTomorrow
149,68722,2012-09-30,Melbourne,7.2,15.8,1.4,3.4,8.6,SW,48.0,WSW,SSW,30.0,22.0,61.0,52.0,1021.0,1022.9,,,11.3,14.9,Yes,,
150,68727,2012-10-05,Melbourne,11.9,18.0,0.0,10.4,11.1,SW,35.0,SSW,SSE,22.0,24.0,65.0,45.0,1017.8,1018.1,5.0,3.0,14.5,16.7,No,,
151,68728,2012-10-06,Melbourne,11.3,13.9,,4.4,1.2,S,41.0,SE,S,19.0,22.0,63.0,79.0,1016.7,1016.1,,,12.2,10.5,,,
152,68734,2012-10-12,Melbourne,8.8,15.2,0.6,1.0,2.7,SSW,46.0,SW,S,20.0,28.0,72.0,55.0,1020.2,1020.3,7.0,7.0,11.7,14.0,No,,
153,68735,2012-10-13,Melbourne,10.2,17.1,,3.0,4.8,WSW,41.0,WSW,WSW,19.0,17.0,75.0,52.0,1022.7,1021.3,,,11.9,16.6,,,
154,68741,2012-10-19,Melbourne,11.7,28.4,0.4,3.6,8.8,N,56.0,N,NW,20.0,22.0,78.0,29.0,1012.5,1007.9,7.0,2.0,14.5,26.9,No,,
155,68742,2012-10-20,Melbourne,12.8,22.2,,6.2,9.0,SW,39.0,W,S,15.0,17.0,66.0,41.0,1015.3,1013.4,,,13.7,21.2,,,
156,68748,2012-10-26,Melbourne,10.5,15.7,1.6,5.4,6.0,SW,54.0,SW,W,24.0,26.0,64.0,58.0,1013.8,1012.1,6.0,7.0,12.0,14.8,Yes,,
157,68749,2012-10-27,Melbourne,9.2,15.5,,3.8,1.0,SW,39.0,SW,S,26.0,17.0,70.0,55.0,1021.0,1023.0,,,11.0,14.0,,,
158,68808,2013-01-25,Melbourne,19.4,27.4,0.0,16.2,3.0,N,70.0,SW,S,39.0,30.0,27.0,63.0,1008.1,1012.4,8.0,6.0,27.4,20.7,No,,
159,68809,2013-01-26,Melbourne,16.3,21.7,,8.4,2.9,SSE,44.0,SSE,S,30.0,28.0,60.0,51.0,1014.9,1013.7,,,17.2,20.1,,,
160,68810,2013-01-27,Melbourne,15.0,24.1,,5.4,9.3,S,48.0,SSE,S,26.0,28.0,80.0,54.0,1012.2,1011.2,,,17.4,22.9,,,
161,68829,2013-03-15,Melbourne,17.8,23.9,0.0,5.6,6.5,S,35.0,W,SSE,7.0,19.0,58.0,42.0,1017.7,1016.9,7.0,3.0,20.0,23.1,No,,
162,68830,2013-03-16,Melbourne,17.0,23.0,,5.4,1.8,SW,56.0,W,SW,13.0,28.0,70.0,72.0,1015.3,1013.5,,,17.5,19.1,,,
163,68842,2013-03-28,Melbourne,15.6,22.3,17.4,11.6,4.4,WSW,76.0,W,W,11.0,33.0,73.0,45.0,1015.1,1015.7,6.0,7.0,16.2,18.6,Yes,,
164,68843,2013-03-29,Melbourne,10.9,18.5,,5.4,3.1,SSW,37.0,W,WSW,15.0,15.0,67.0,52.0,1021.8,1019.9,,,12.6,17.4,,,
165,68845,2013-03-31,Melbourne,13.9,19.2,4.0,3.8,3.8,SSE,33.0,W,SSW,19.0,13.0,75.0,59.0,1013.6,1015.1,,,15.1,19.1,Yes,,
166,68850,2013-04-05,Melbourne,10.0,25.2,0.0,3.0,8.4,SSE,30.0,N,NE,15.0,13.0,79.0,55.0,1030.1,1026.6,4.0,6.0,12.0,23.0,No,,
167,68851,2013-04-06,Melbourne,11.9,28.2,,3.4,9.2,N,44.0,N,NE,20.0,15.0,81.0,31.0,1026.0,1021.8,,,14.1,26.8,,,
168,68857,2013-04-12,Melbourne,12.0,25.1,1.2,0.8,7.5,N,31.0,W,SSE,7.0,13.0,75.0,49.0,1023.8,1019.0,1.0,6.0,15.3,23.3,Yes,,
169,68858,2013-04-13,Melbourne,15.3,24.3,,7.0,0.0,N,63.0,N,NNW,33.0,19.0,43.0,37.0,1013.8,1010.1,,,20.0,23.3,,,
170,68869,2013-04-24,Melbourne,13.6,20.9,0.0,3.8,5.3,W,35.0,NW,W,17.0,26.0,53.0,61.0,1019.3,1017.9,6.0,7.0,15.3,17.8,No,,
171,68878,2013-05-03,Melbourne,9.3,19.0,0.0,6.8,5.4,N,94.0,N,N,67.0,48.0,47.0,34.0,1021.2,1015.8,7.0,7.0,14.9,18.1,No,,
172,68879,2013-05-04,Melbourne,11.3,17.1,,4.8,4.3,WSW,63.0,SW,S,22.0,31.0,54.0,48.0,1025.0,1025.6,,,12.3,15.2,,,
173,68885,2013-05-10,Melbourne,12.7,25.1,0.0,4.6,9.4,N,39.0,N,NNE,19.0,22.0,76.0,33.0,1029.8,1026.6,7.0,6.0,14.5,24.5,No,,
174,68886,2013-05-11,Melbourne,13.5,24.9,,5.2,8.2,NNE,56.0,N,N,31.0,28.0,52.0,26.0,1026.7,1022.4,,,17.8,24.4,,,
175,68892,2013-05-17,Melbourne,9.8,16.4,3.8,3.0,3.5,SW,39.0,W,SSW,24.0,19.0,85.0,59.0,1015.5,1015.0,7.0,7.0,12.0,15.6,Yes,,
176,68893,2013-05-18,Melbourne,10.0,15.3,,1.2,0.8,SSW,39.0,W,W,13.0,17.0,78.0,65.0,1017.9,1016.4,,,11.3,13.4,,,
177,68899,2013-05-24,Melbourne,4.9,16.7,0.0,1.4,6.7,S,20.0,SW,SSW,13.0,9.0,87.0,55.0,1026.0,1023.9,7.0,6.0,8.0,15.8,No,,
178,68900,2013-05-25,Melbourne,7.9,19.1,,1.0,8.3,WSW,33.0,NNW,WSW,9.0,24.0,78.0,48.0,1026.2,1023.8,,,12.8,18.2,,,
179,68906,2013-05-31,Melbourne,14.0,18.6,9.2,2.6,3.7,N,63.0,N,N,39.0,31.0,82.0,69.0,1022.5,1019.1,3.0,7.0,15.7,18.2,Yes,,
180,68907,2013-06-01,Melbourne,13.7,16.3,,8.0,0.0,S,31.0,N,SSW,13.0,11.0,96.0,85.0,1013.2,1010.7,,,13.9,15.7,,,
181,68913,2013-06-07,Melbourne,10.9,15.9,17.0,3.6,3.1,N,50.0,W,WSW,28.0,24.0,76.0,51.0,1018.7,1023.0,7.0,7.0,12.7,14.2,Yes,,
182,68914,2013-06-08,Melbourne,4.9,16.1,,1.8,7.9,N,30.0,N,NNW,17.0,20.0,79.0,43.0,1030.7,1027.7,,,6.8,15.0,,,
183,68915,2013-06-09,Melbourne,6.1,14.3,,1.6,6.6,N,33.0,N,NNW,20.0,15.0,75.0,54.0,1027.0,1023.4,,,6.9,13.6,,,
184,68920,2013-06-14,Melbourne,11.0,15.6,10.2,2.4,0.2,S,44.0,S,S,17.0,24.0,79.0,63.0,1013.1,1014.4,7.0,7.0,12.6,13.8,Yes,,
185,68921,2013-06-15,Melbourne,9.7,14.8,,1.2,2.0,SSE,41.0,WSW,SSE,9.0,17.0,64.0,68.0,1020.7,1020.9,,,10.7,13.3,,,
186,68941,2013-07-05,Melbourne,9.0,13.9,0.4,4.2,7.3,WNW,63.0,WNW,WNW,33.0,30.0,53.0,41.0,1007.8,1009.5,1.0,7.0,9.4,12.9,No,,
187,68942,2013-07-06,Melbourne,9.4,16.2,,3.4,4.6,N,48.0,N,NW,31.0,20.0,72.0,41.0,1016.5,1016.4,,,10.2,14.6,,,
188,68948,2013-07-12,Melbourne,5.9,17.5,0.0,1.2,6.1,N,39.0,N,N,20.0,17.0,81.0,51.0,1030.0,1026.8,2.0,7.0,8.0,16.3,No,,
189,68949,2013-07-13,Melbourne,8.0,15.1,,2.0,0.0,NNE,43.0,NNE,NNE,19.0,15.0,77.0,74.0,1026.7,1023.6,,,10.8,14.6,,,
190,68955,2013-07-19,Melbourne,14.3,17.0,7.0,4.4,7.4,N,59.0,N,NNW,39.0,35.0,65.0,59.0,1003.7,1002.4,5.0,7.0,14.9,16.0,Yes,,
191,68956,2013-07-20,Melbourne,7.9,9.7,,3.2,0.0,NNW,28.0,NNE,WNW,15.0,17.0,81.0,91.0,1003.7,1002.8,,,8.6,7.2,,,
192,68962,2013-07-26,Melbourne,7.8,15.1,0.6,2.2,6.3,N,54.0,N,NNW,33.0,22.0,83.0,59.0,1025.6,1024.6,7.0,3.0,9.3,14.5,No,,
193,68963,2013-07-27,Melbourne,9.3,14.1,,2.2,4.0,N,67.0,NNE,NNE,22.0,37.0,67.0,56.0,1026.7,1023.9,,,10.5,13.4,,,
194,68969,2013-08-02,Melbourne,7.7,13.9,0.0,3.8,5.0,N,67.0,N,WNW,50.0,30.0,52.0,58.0,1011.4,1008.9,6.0,5.0,11.2,12.7,No,,
195,68970,2013-08-03,Melbourne,7.2,12.9,,2.2,2.3,N,67.0,N,N,33.0,44.0,65.0,62.0,1013.3,1006.9,,,8.8,12.8,,,
196,68976,2013-08-09,Melbourne,8.3,11.7,6.4,4.4,0.4,N,87.0,N,N,57.0,56.0,80.0,67.0,1013.0,1009.8,8.0,7.0,8.8,11.2,Yes,,
197,68977,2013-08-10,Melbourne,8.8,18.3,,2.0,9.5,N,44.0,NNW,W,15.0,22.0,65.0,38.0,1016.4,1015.6,,,11.5,17.5,,,
198,68983,2013-08-16,Melbourne,10.5,17.5,0.0,4.4,8.0,N,93.0,N,NNE,46.0,50.0,55.0,26.0,1015.2,1004.8,4.0,1.0,11.6,17.3,No,,
199,68984,2013-08-17,Melbourne,9.4,15.8,,4.8,6.3,N,59.0,N,NW,19.0,31.0,62.0,40.0,1007.5,1006.4,,,10.9,14.5,,,
200,68990,2013-08-23,Melbourne,11.1,15.1,3.2,3.0,0.2,WSW,63.0,W,W,31.0,35.0,74.0,71.0,1008.4,1010.3,8.0,7.0,12.9,14.7,Yes,,
201,68991,2013-08-24,Melbourne,10.3,16.8,,2.0,1.7,N,31.0,W,WSW,15.0,17.0,81.0,60.0,1022.5,1022.0,,,12.4,15.9,,,
202,69004,2013-09-06,Melbourne,11.8,15.3,3.2,0.0,0.0,N,31.0,N,NNW,7.0,9.0,76.0,52.0,1027.2,1024.9,8.0,8.0,13.7,14.9,Yes,,
203,69005,2013-09-07,Melbourne,8.8,20.1,,2.2,5.8,SW,46.0,WNW,SSW,22.0,26.0,63.0,83.0,1025.1,1024.8,,,12.5,13.7,,,
204,69011,2013-09-13,Melbourne,3.9,16.0,2.0,3.0,2.4,N,57.0,NE,N,9.0,30.0,54.0,35.0,1018.0,1014.8,7.0,7.0,7.8,15.1,Yes,,
205,69012,2013-09-14,Melbourne,7.8,19.2,,2.6,3.0,N,24.0,W,NW,2.0,7.0,62.0,45.0,1015.3,1013.1,,,12.4,16.1,,,
206,69018,2013-09-20,Melbourne,10.3,18.4,1.8,2.8,3.7,WSW,54.0,WSW,WSW,28.0,30.0,74.0,63.0,1007.5,1010.0,7.0,7.0,12.1,16.0,Yes,,
207,69019,2013-09-21,Melbourne,6.4,19.3,,2.8,7.8,N,48.0,N,N,11.0,24.0,72.0,48.0,1016.0,1011.8,,,11.3,18.6,,,
208,69022,2013-09-24,Melbourne,14.9,24.6,0.0,7.6,8.9,N,54.0,N,NW,22.0,26.0,29.0,32.0,1003.1,1001.7,6.0,6.0,18.4,23.5,No,,
209,69025,2013-09-27,Melbourne,7.2,20.2,1.4,4.2,10.6,SW,65.0,N,NNW,33.0,37.0,49.0,38.0,1017.7,1011.0,1.0,7.0,12.8,20.0,Yes,,
210,69026,2013-09-28,Melbourne,8.8,16.4,,5.2,6.2,WSW,70.0,WNW,SW,39.0,30.0,48.0,49.0,1009.2,1012.7,,,13.5,14.1,,,
211,69032,2013-10-04,Melbourne,5.8,21.5,0.4,3.2,11.2,N,54.0,N,N,13.0,33.0,53.0,40.0,1022.7,1017.1,2.0,6.0,12.9,20.5,No,,
212,69033,2013-10-05,Melbourne,12.8,25.5,,7.4,5.8,N,80.0,N,N,52.0,41.0,42.0,33.0,1011.2,1006.4,,,15.3,24.6,,,
213,69039,2013-10-11,Melbourne,10.0,21.3,4.2,0.8,10.3,WNW,43.0,W,W,22.0,26.0,61.0,33.0,1015.5,1014.3,2.0,6.0,12.6,20.3,Yes,,
214,69040,2013-10-12,Melbourne,11.3,25.5,,4.8,12.2,N,59.0,N,NNW,33.0,31.0,49.0,32.0,1012.7,1007.2,,,16.2,23.7,,,
215,69053,2013-10-25,Melbourne,7.5,16.3,0.6,3.4,3.6,W,44.0,WNW,WNW,20.0,24.0,62.0,45.0,1024.2,1022.0,7.0,7.0,11.0,15.5,No,,
216,69054,2013-10-26,Melbourne,10.2,17.2,,3.2,3.9,WSW,39.0,WSW,WSW,19.0,24.0,65.0,49.0,1024.4,1023.5,,,12.3,16.3,,,
217,69060,2013-11-01,Melbourne,9.5,22.7,0.0,4.6,11.1,SSE,30.0,NNE,ESE,7.0,9.0,60.0,41.0,1021.7,1018.5,3.0,6.0,14.9,21.5,No,,
218,69061,2013-11-02,Melbourne,12.8,26.1,,4.6,11.4,W,35.0,SW,S,11.0,11.0,52.0,33.0,1016.2,1013.1,,,18.6,24.6,,,
219,69067,2013-11-08,Melbourne,14.4,18.6,0.0,3.6,0.9,WSW,54.0,NNW,ENE,7.0,22.0,82.0,90.0,1006.8,1006.0,8.0,7.0,15.6,16.0,No,,
220,69068,2013-11-09,Melbourne,10.3,17.5,,1.8,4.2,SSW,50.0,SW,S,30.0,30.0,73.0,56.0,1014.5,1017.3,,,12.7,16.1,,,
221,69074,2013-11-15,Melbourne,11.6,19.0,0.2,3.4,7.6,S,44.0,SSW,S,17.0,28.0,77.0,55.0,1019.9,1019.4,7.0,5.0,13.7,18.0,No,,
222,69075,2013-11-16,Melbourne,10.7,19.0,,4.4,3.6,SSW,37.0,SSE,S,19.0,24.0,64.0,61.0,1019.4,1018.0,,,14.8,17.3,,,
223,69078,2013-11-19,Melbourne,14.7,31.6,0.0,8.0,12.2,N,61.0,N,NNW,43.0,20.0,32.0,39.0,1008.4,1006.8,6.0,6.0,24.3,26.4,No,,
224,69081,2013-11-22,Melbourne,13.3,23.0,0.0,6.2,9.5,SW,41.0,WSW,W,19.0,24.0,67.0,37.0,1009.0,1006.8,7.0,4.0,15.1,21.4,No,,
225,69082,2013-11-23,Melbourne,13.1,20.2,,5.4,5.3,WSW,54.0,WSW,SW,19.0,24.0,87.0,68.0,1007.2,1006.4,,,14.2,17.9,,,
226,69094,2013-12-05,Melbourne,10.7,16.8,7.6,4.4,4.9,SSW,59.0,WSW,SW,31.0,22.0,54.0,65.0,1001.3,1003.6,7.0,7.0,13.3,14.4,Yes,,
227,69095,2013-12-06,Melbourne,7.9,19.1,,2.0,8.9,S,39.0,WSW,S,22.0,19.0,57.0,44.0,1017.3,1018.3,,,13.1,17.7,,,
228,69096,2013-12-07,Melbourne,11.0,27.1,,4.0,12.6,WSW,35.0,N,W,9.0,15.0,55.0,30.0,1021.3,1018.4,,,16.3,24.0,,,
229,69098,2013-12-09,Melbourne,16.3,18.4,3.6,5.8,1.7,SW,43.0,ESE,SW,9.0,20.0,81.0,91.0,1005.6,1003.5,8.0,,16.6,15.6,Yes,,
230,69123,2014-01-03,Melbourne,13.9,22.3,0.0,6.2,10.5,SW,56.0,NNE,S,9.0,33.0,66.0,54.0,1003.8,1002.6,5.0,1.0,16.5,20.3,No,,
231,69124,2014-01-04,Melbourne,13.4,20.7,,7.8,3.8,WSW,50.0,W,W,33.0,26.0,57.0,51.0,1006.5,1006.9,,,15.9,19.1,,,
232,69137,2014-01-17,Melbourne,25.6,43.9,1.2,17.4,10.2,N,61.0,N,NNW,44.0,24.0,14.0,11.0,1009.0,1004.8,1.0,,34.5,42.3,Yes,,
233,69138,2014-01-18,Melbourne,21.5,24.0,,16.0,3.4,S,41.0,SSE,S,13.0,31.0,68.0,64.0,1012.1,1013.5,,,22.4,21.6,,,
234,69144,2014-01-24,Melbourne,16.9,23.0,1.2,8.4,4.1,SSE,43.0,W,S,13.0,24.0,84.0,64.0,1009.4,1009.4,8.0,5.0,19.7,21.6,Yes,,
235,69145,2014-01-25,Melbourne,15.5,21.0,,4.8,9.2,SSE,50.0,SSW,S,20.0,28.0,45.0,42.0,1019.0,1020.3,,,18.8,19.4,,,
236,69146,2014-01-26,Melbourne,13.0,27.2,,6.8,13.5,SSE,30.0,ESE,SSE,17.0,17.0,54.0,40.0,1023.3,1019.9,,,17.3,24.9,,,
237,69147,2014-01-27,Melbourne,16.9,35.3,,8.0,13.4,N,69.0,N,N,52.0,26.0,38.0,20.0,1018.6,1015.5,,,24.8,33.5,,,
238,69165,2014-02-14,Melbourne,19.4,27.0,0.0,4.0,0.0,S,26.0,SW,SSE,7.0,13.0,73.0,56.0,1006.3,1003.4,7.0,7.0,21.1,25.7,No,,
239,69166,2014-02-15,Melbourne,21.0,28.9,,4.0,1.8,SSW,37.0,N,SE,13.0,11.0,72.0,53.0,998.0,994.6,,,23.5,28.0,,,
240,69172,2014-02-21,Melbourne,13.2,20.8,0.0,6.8,4.9,SSE,52.0,WSW,S,22.0,24.0,65.0,48.0,1020.5,1021.8,7.0,6.0,14.8,19.7,No,,
241,69173,2014-02-22,Melbourne,14.2,20.2,,4.8,1.6,SSE,41.0,SW,S,17.0,31.0,87.0,56.0,1024.0,1024.2,,,15.4,19.6,,,
242,69193,2014-03-14,Melbourne,14.9,27.3,0.0,5.4,8.8,SE,35.0,W,SSE,9.0,19.0,71.0,49.0,1015.8,1010.0,6.0,2.0,17.4,25.9,No,,
243,69194,2014-03-15,Melbourne,17.3,29.6,,7.0,2.4,N,76.0,N,N,26.0,43.0,33.0,20.0,1005.2,998.4,,,22.5,29.1,,,
244,69200,2014-03-21,Melbourne,14.6,23.6,0.0,10.6,4.4,SSW,57.0,N,SSW,37.0,22.0,58.0,65.0,1015.1,1014.1,7.0,7.0,22.0,21.4,No,,
245,69201,2014-03-22,Melbourne,13.3,19.6,,5.0,1.1,SSW,41.0,SW,SSE,15.0,24.0,71.0,55.0,1021.1,1020.4,,,14.0,18.1,,,
246,69207,2014-03-28,Melbourne,17.1,22.1,7.8,2.6,4.3,SSE,28.0,S,SSE,13.0,15.0,82.0,62.0,1017.1,1016.1,8.0,5.0,17.8,21.5,Yes,,
247,69208,2014-03-29,Melbourne,12.7,24.4,,2.0,8.3,WSW,31.0,WSW,SSE,9.0,11.0,87.0,56.0,1018.1,1016.2,,,14.6,23.6,,,
248,69216,2014-04-06,Melbourne,12.5,25.4,0.0,4.0,8.8,S,33.0,SSW,S,7.0,19.0,88.0,46.0,1024.5,1021.5,,,14.3,24.3,No,,
249,69217,2014-04-07,Melbourne,13.3,24.9,,4.0,3.1,N,50.0,N,NNE,31.0,30.0,75.0,42.0,1023.7,1020.0,7.0,7.0,17.0,24.5,,,
250,69221,2014-04-11,Melbourne,17.0,19.2,12.8,1.8,0.0,S,50.0,S,SSW,31.0,28.0,86.0,85.0,1011.3,1012.5,8.0,8.0,18.2,17.6,Yes,,
251,69222,2014-04-12,Melbourne,15.5,23.0,,0.6,7.0,S,37.0,SSE,S,22.0,26.0,78.0,55.0,1018.7,1017.1,,,17.4,22.4,,,
252,69227,2014-04-17,Melbourne,11.2,25.1,0.0,4.0,10.1,N,28.0,NNW,NE,6.0,13.0,76.0,36.0,1021.1,1018.0,0.0,6.0,14.1,24.1,No,,
253,69228,2014-04-18,Melbourne,13.9,19.0,,3.2,2.6,SW,48.0,NNW,SSW,22.0,22.0,58.0,45.0,1014.8,1016.8,,,17.4,18.8,,,
254,69229,2014-04-19,Melbourne,11.7,18.1,,1.8,1.3,SW,33.0,WSW,SW,17.0,19.0,65.0,52.0,1020.5,1018.5,,,13.2,16.6,,,
255,69230,2014-04-20,Melbourne,12.7,19.1,,3.4,3.0,N,52.0,NNW,WSW,15.0,15.0,55.0,39.0,1018.2,1016.2,,,13.7,18.0,,,
256,69242,2014-05-02,Melbourne,9.1,14.3,0.2,3.2,0.2,N,57.0,N,N,31.0,30.0,68.0,64.0,1004.7,999.8,7.0,7.0,12.0,13.8,No,,
257,69243,2014-05-03,Melbourne,10.1,17.6,,1.0,3.9,SSW,56.0,WSW,SW,9.0,28.0,83.0,82.0,1000.1,999.7,,,11.5,15.0,,,
258,69249,2014-05-09,Melbourne,7.0,18.6,0.0,3.8,2.1,N,61.0,N,N,31.0,35.0,58.0,50.0,1022.2,1018.2,7.0,7.0,12.1,17.5,No,,
259,69250,2014-05-10,Melbourne,12.1,16.6,,3.0,2.0,N,54.0,N,SW,19.0,13.0,89.0,88.0,1017.7,1016.5,,,14.2,15.9,,,
260,69263,2014-05-23,Melbourne,15.5,20.7,4.6,2.8,3.0,NW,41.0,NNW,SSW,13.0,15.0,89.0,71.0,1013.9,1011.7,7.0,5.0,16.3,18.1,Yes,,
261,69264,2014-05-24,Melbourne,10.9,18.1,,1.6,4.5,N,30.0,N,E,13.0,2.0,81.0,63.0,1017.2,1014.9,,,12.2,16.6,,,
262,69271,2014-05-31,Melbourne,7.0,18.8,0.0,0.8,1.9,SSE,26.0,N,SSE,6.0,13.0,83.0,56.0,1023.2,1019.0,,,11.4,18.0,No,,
263,69277,2014-06-06,Melbourne,8.5,16.6,0.8,0.4,2.0,SSW,17.0,,S,0.0,9.0,85.0,61.0,1031.8,1029.7,7.0,7.0,10.7,15.3,No,,
264,69278,2014-06-07,Melbourne,10.5,17.5,,0.6,3.4,SW,35.0,WSW,SW,13.0,22.0,87.0,87.0,1030.8,1028.6,,,12.8,14.9,,,
265,69279,2014-06-08,Melbourne,11.2,15.9,,1.4,4.9,SSE,33.0,S,S,19.0,19.0,54.0,59.0,1032.4,1032.5,,,12.7,14.2,,,
266,69284,2014-06-13,Melbourne,12.2,17.0,5.8,1.8,5.3,N,54.0,N,N,11.0,28.0,92.0,65.0,1013.1,1010.5,6.0,3.0,12.9,16.5,Yes,,
267,69285,2014-06-14,Melbourne,10.3,15.8,,1.6,0.9,SSW,39.0,W,SSW,11.0,17.0,87.0,78.0,1015.1,1014.7,,,12.2,14.8,,,
268,69298,2014-06-27,Melbourne,11.0,14.7,0.0,2.2,3.8,N,85.0,N,N,48.0,48.0,67.0,48.0,1012.3,1005.0,7.0,7.0,11.6,14.2,No,,
269,69299,2014-06-28,Melbourne,9.6,13.0,,3.4,2.8,N,67.0,N,NNW,28.0,30.0,74.0,58.0,996.5,992.8,,,10.1,12.5,,,
270,69305,2014-07-04,Melbourne,8.2,12.9,0.0,2.4,7.8,N,78.0,N,N,43.0,41.0,73.0,60.0,1015.6,1012.2,5.0,1.0,8.6,11.8,No,,
271,69306,2014-07-05,Melbourne,8.6,15.4,,1.6,1.5,W,54.0,NNW,W,22.0,35.0,69.0,59.0,1012.7,1011.6,,,11.2,14.8,,,
272,69312,2014-07-11,Melbourne,8.0,14.4,0.2,2.0,7.2,N,56.0,N,N,31.0,24.0,69.0,65.0,1016.2,1014.1,7.0,5.0,10.4,14.0,No,,
273,69313,2014-07-12,Melbourne,7.2,11.6,,2.2,5.1,SW,57.0,WSW,S,19.0,13.0,74.0,71.0,1021.5,1024.0,,,7.4,10.0,,,
274,69319,2014-07-18,Melbourne,5.9,14.3,3.0,2.4,6.8,SW,52.0,SW,S,20.0,35.0,66.0,59.0,1021.6,1023.7,5.0,5.0,9.5,12.6,Yes,,
275,69320,2014-07-19,Melbourne,8.5,13.5,,1.4,1.6,SW,31.0,SW,SSE,17.0,15.0,89.0,68.0,1029.3,1029.3,,,9.6,12.5,,,
276,69325,2014-07-24,Melbourne,4.5,15.0,0.0,1.6,0.6,N,54.0,N,NNE,9.0,26.0,78.0,56.0,1016.5,1013.1,7.0,7.0,8.8,14.5,No,,
277,69326,2014-07-25,Melbourne,8.8,16.1,,1.6,7.1,N,48.0,N,N,30.0,30.0,74.0,62.0,1016.1,1015.9,,,12.4,15.5,,,
278,69327,2014-07-26,Melbourne,12.3,15.3,,2.6,0.5,W,33.0,WNW,WSW,15.0,17.0,72.0,71.0,1023.1,1022.7,,,12.9,14.5,,,
279,69333,2014-08-01,Melbourne,6.0,10.3,6.6,6.0,3.4,W,63.0,NW,W,22.0,33.0,60.0,73.0,1003.9,1009.6,7.0,7.0,7.6,8.6,Yes,,
280,69334,2014-08-02,Melbourne,4.7,13.6,,2.4,6.5,WSW,37.0,W,SE,19.0,13.0,86.0,36.0,1029.9,1030.6,,,5.1,12.0,,,
281,69335,2014-08-03,Melbourne,1.4,14.8,,0.6,10.0,N,28.0,N,N,20.0,11.0,81.0,36.0,1034.5,1031.8,,,2.9,13.6,,,
282,69340,2014-08-08,Melbourne,10.7,16.4,3.6,1.4,1.4,WNW,30.0,NNW,NW,13.0,13.0,79.0,40.0,1031.0,1029.0,7.0,7.0,12.0,15.0,Yes,,
283,69341,2014-08-09,Melbourne,8.1,15.1,,3.2,2.0,N,59.0,N,N,39.0,28.0,61.0,58.0,1027.4,1024.1,,,10.9,13.5,,,
284,69354,2014-08-22,Melbourne,7.2,21.2,0.0,2.6,10.7,N,35.0,N,NNE,17.0,11.0,71.0,31.0,1031.4,1027.7,3.0,4.0,10.4,19.2,No,,
285,69355,2014-08-23,Melbourne,7.3,20.5,,3.4,9.1,N,61.0,N,NNE,26.0,33.0,66.0,44.0,1029.1,1024.7,,,11.0,19.2,,,
286,69374,2014-09-11,Melbourne,11.5,17.4,3.0,4.2,5.0,WSW,54.0,W,SW,22.0,22.0,69.0,50.0,1016.3,1018.1,5.0,7.0,12.8,14.8,Yes,,
287,69375,2014-09-12,Melbourne,6.3,16.3,,3.0,4.4,WNW,22.0,SW,S,13.0,4.0,69.0,42.0,1027.2,1026.0,,,9.7,14.8,,,
288,69376,2014-09-13,Melbourne,6.6,18.9,,2.0,9.9,N,28.0,NNE,S,9.0,9.0,69.0,41.0,1026.4,1021.9,,,10.0,18.0,,,
289,69424,2014-10-31,Melbourne,10.8,32.9,0.2,6.4,8.8,SW,63.0,N,N,24.0,37.0,67.0,15.0,1009.5,1002.5,7.0,3.0,15.2,30.4,No,,
290,69425,2014-11-01,Melbourne,13.6,17.9,,12.6,7.1,WSW,76.0,WSW,WSW,31.0,44.0,79.0,35.0,1004.0,1008.1,,,13.9,16.3,,,
291,69426,2014-11-02,Melbourne,9.0,16.8,,5.6,6.3,SW,50.0,WSW,S,30.0,19.0,59.0,49.0,1021.2,1023.6,,,12.5,15.8,,,
292,69427,2014-11-03,Melbourne,10.5,23.3,,4.0,10.3,NNE,33.0,SE,NNE,7.0,11.0,53.0,40.0,1025.9,1021.4,,,13.7,21.4,,,
293,69428,2014-11-04,Melbourne,13.3,29.4,,6.4,8.2,N,61.0,N,N,43.0,39.0,31.0,13.0,1016.7,1012.1,,,20.7,27.5,,,
294,69429,2014-11-05,Melbourne,13.0,18.8,,10.8,9.8,SSE,48.0,SSW,SSE,30.0,30.0,56.0,49.0,1018.9,1018.5,,,15.8,16.8,,,
295,69431,2014-11-07,Melbourne,11.6,33.0,5.2,6.0,11.6,N,43.0,N,N,24.0,24.0,47.0,18.0,1016.8,1014.9,1.0,,19.4,31.5,Yes,,
296,69432,2014-11-08,Melbourne,19.3,35.2,,14.4,10.6,N,74.0,N,N,57.0,28.0,21.0,8.0,1014.9,1011.4,,,25.8,34.6,,,
297,69438,2014-11-14,Melbourne,18.9,20.9,0.0,12.4,1.3,N,52.0,S,SSE,24.0,30.0,59.0,56.0,1010.0,1013.9,6.0,,20.4,18.3,No,,
298,69439,2014-11-15,Melbourne,12.4,18.1,,5.6,1.9,SW,35.0,SE,SE,19.0,15.0,55.0,51.0,1013.6,1010.7,,,14.2,16.9,,,
299,69445,2014-11-21,Melbourne,16.8,23.9,0.8,5.0,10.6,SW,41.0,SW,SSE,22.0,13.0,65.0,40.0,1011.0,1010.8,7.0,1.0,17.4,22.2,No,,
